"","Text","Types","Tokens","Sentences","Article","Date","Category","Trump","Clinton","Cruz","Sanders","Kasich","Sentiment"
"President Obama Arrives in Havana_2016-03-20_Politics.txt","President Obama Arrives in Havana_2016-03-20_Politics.txt",58,73,4,"President Obama Arrives in Havana",2016-03-20,"Politics",0,0,0,0,0,4
"President Obamas historic visit to Cuba in 5 incredible photos_2016-03-21_News.txt","President Obamas historic visit to Cuba in 5 incredible photos_2016-03-21_News.txt",285,512,25,"President Obamas historic visit to Cuba in 5 incredible photos",2016-03-21,"News",0,0,0,0,0,-1
"Presumed dead wild Atlantic salmon return to the Connecticut River_2016-02-23_News.txt","Presumed dead wild Atlantic salmon return to the Connecticut River_2016-02-23_News.txt",590,1434,74,"Presumed dead wild Atlantic salmon return to the Connecticut River",2016-02-23,"News",0,0,0,0,0,5
"Presumed dead, wild Atlantic salmon return to the Connecticut River _2016-2-23_News.txt","Presumed dead, wild Atlantic salmon return to the Connecticut River _2016-2-23_News.txt",590,1434,74,"Presumed dead, wild Atlantic salmon return to the Connecticut River ",2016-02-23,"News",0,0,0,0,0,5
"Presumed dead, wild Atlantic salmon return to the Connecticut River_2016-02-23_news.txt","Presumed dead, wild Atlantic salmon return to the Connecticut River_2016-02-23_news.txt",590,1434,74,"Presumed dead, wild Atlantic salmon return to the Connecticut River",2016-02-23,"news",0,0,0,0,0,5
"Preventing Americas Looming Fiscal Crisis with a Balanced Budget Amendment_2016-03-19_Politics.txt","Preventing Americas Looming Fiscal Crisis with a Balanced Budget Amendment_2016-03-19_Politics.txt",43,48,3,"Preventing Americas Looming Fiscal Crisis with a Balanced Budget Amendment",2016-03-19,"Politics",0,0,0,0,0,3
"Prince Estate Trustees Still Searching for a Will - ABC News _2016-5-02_News.txt","Prince Estate Trustees Still Searching for a Will - ABC News _2016-5-02_News.txt",211,346,19,"Prince Estate Trustees Still Searching for a Will - ABC News ",2016-05-02,"News",0,0,0,0,0,6
"Prisons of Appalachia  Kentucky town hopes new facility can boost economy _2016-2-24_News.txt","Prisons of Appalachia  Kentucky town hopes new facility can boost economy _2016-2-24_News.txt",448,985,61,"Prisons of Appalachia  Kentucky town hopes new facility can boost economy ",2016-02-24,"News",0,0,0,0,0,7
"Prisons of Appalachia  Kentucky town hopes new facility can boost economy_2016-02-24_news.txt","Prisons of Appalachia  Kentucky town hopes new facility can boost economy_2016-02-24_news.txt",448,985,61,"Prisons of Appalachia  Kentucky town hopes new facility can boost economy",2016-02-24,"news",0,0,0,0,0,7
"Programming will continue shortly_2016-04-12_politics.txt","Programming will continue shortly_2016-04-12_politics.txt",0,0,0,"Programming will continue shortly",2016-04-12,"politics",0,0,0,0,0,0
"Programming will resume later _2016-05-03_Politics.txt","Programming will resume later _2016-05-03_Politics.txt",14,15,3,"Programming will resume later ",2016-05-03,"Politics",0,0,0,0,0,0
"Prolific playwright Arnold Wesker dies_2016-04-13_News.txt","Prolific playwright Arnold Wesker dies_2016-04-13_News.txt",308,574,32,"Prolific playwright Arnold Wesker dies",2016-04-13,"News",0,0,0,0,0,1
"Prominent Bangladeshi journalist arrested for act of sedition_2016-04-18_news.txt","Prominent Bangladeshi journalist arrested for act of sedition_2016-04-18_news.txt",164,255,15,"Prominent Bangladeshi journalist arrested for act of sedition",2016-04-18,"news",0,0,0,0,0,-14
"Prosecutors  3 questioned, freed in Paris attacks probe_2016-04-13_News.txt","Prosecutors  3 questioned, freed in Paris attacks probe_2016-04-13_News.txt",364,807,32,"Prosecutors  3 questioned, freed in Paris attacks probe",2016-04-13,"News",0,0,0,0,0,-30
"Protesters Denounce Brooklyn Yeshiva For Employing Alleged Child Abusers_2016-03-21_News.txt","Protesters Denounce Brooklyn Yeshiva For Employing Alleged Child Abusers_2016-03-21_News.txt",412,828,49,"Protesters Denounce Brooklyn Yeshiva For Employing Alleged Child Abusers",2016-03-21,"News",0,0,0,0,0,-22
"Protests Erupt in Macedonia as President Halts Wiretapping Inquiry_2016-04-12_News.txt","Protests Erupt in Macedonia as President Halts Wiretapping Inquiry_2016-04-12_News.txt",0,0,0,"Protests Erupt in Macedonia as President Halts Wiretapping Inquiry",2016-04-12,"News",0,0,0,0,0,0
"Protests in Paris against labour reforms  video _2016-5-03_News.txt","Protests in Paris against labour reforms  video _2016-5-03_News.txt",49,57,4,"Protests in Paris against labour reforms  video ",2016-05-03,"News",0,0,0,0,0,-7
"Public action needed to slow rising seas experts say_2016-02-23_News.txt","Public action needed to slow rising seas experts say_2016-02-23_News.txt",321,635,23,"Public action needed to slow rising seas experts say",2016-02-23,"News",0,0,0,0,0,-9
"Public action needed to slow rising seas, experts say _2016-2-23_News.txt","Public action needed to slow rising seas, experts say _2016-2-23_News.txt",321,635,23,"Public action needed to slow rising seas, experts say ",2016-02-23,"News",0,0,0,0,0,-9
"Public action needed to slow rising seas, experts say_2016-02-23_news.txt","Public action needed to slow rising seas, experts say_2016-02-23_news.txt",321,635,23,"Public action needed to slow rising seas, experts say",2016-02-23,"news",0,0,0,0,0,-9
"Public wants Senate action on court, but interest is modest_2016-04-13_News.txt","Public wants Senate action on court, but interest is modest_2016-04-13_News.txt",350,683,27,"Public wants Senate action on court, but interest is modest",2016-04-13,"News",0,0,0,0,0,13
"Puerto Rico Defaults Again _2016-05-02_Politics.txt","Puerto Rico Defaults Again _2016-05-02_Politics.txt",289,613,33,"Puerto Rico Defaults Again ",2016-05-02,"Politics",0,0,0,0,0,-7
"Punjab gangs threat to nat'l security  Army intel _2016-5-02_News.txt","Punjab gangs threat to nat'l security  Army intel _2016-5-02_News.txt",224,373,14,"Punjab gangs threat to nat'l security  Army intel ",2016-05-02,"News",0,0,0,0,0,-23
"Putin Consolidates Domestic Power _2016-04-19_Politics.txt","Putin Consolidates Domestic Power _2016-04-19_Politics.txt",325,583,25,"Putin Consolidates Domestic Power ",2016-04-19,"Politics",0,0,0,0,0,19
"PUTIN STEPS UP PRESSURE ON NATO PERIMITER..._2016-04-13_News.txt","PUTIN STEPS UP PRESSURE ON NATO PERIMITER..._2016-04-13_News.txt",576,1355,46,"PUTIN STEPS UP PRESSURE ON NATO PERIMITER...",2016-04-13,"News",0,0,0,0,0,2
"Q A with A Couple Cooks_2016-01-26_Cooking.txt","Q A with A Couple Cooks_2016-01-26_Cooking.txt",128,196,21,"Q A with A Couple Cooks",2016-01-26,"Cooking",0,0,0,0,0,9
"Q amp A  Puerto Rico's debt crisis, what it means for muni bonds _2016-05-02_Politics.txt","Q amp A  Puerto Rico's debt crisis, what it means for muni bonds _2016-05-02_Politics.txt",459,1118,59,"Q amp A  Puerto Rico's debt crisis, what it means for muni bonds ",2016-05-02,"Politics",0,0,0,0,0,-1
"Q amp A  Sanders' long-shot bid to clinch Democratic nomination _2016-05-02_Politics.txt","Q amp A  Sanders' long-shot bid to clinch Democratic nomination _2016-05-02_Politics.txt",389,925,61,"Q amp A  Sanders' long-shot bid to clinch Democratic nomination ",2016-05-02,"Politics",0,1,0,1,0,34
"Q. and A.  Noah Bean on Portraying David Bowie_2016-03-21_News.txt","Q. and A.  Noah Bean on Portraying David Bowie_2016-03-21_News.txt",434,1004,65,"Q. and A.  Noah Bean on Portraying David Bowie",2016-03-21,"News",0,0,0,0,0,28
"Qatar Offshore Rig Catches Fire 6 Workers Injured_2016-03-21_News.txt","Qatar Offshore Rig Catches Fire 6 Workers Injured_2016-03-21_News.txt",16,17,1,"Qatar Offshore Rig Catches Fire 6 Workers Injured",2016-03-21,"News",0,0,0,0,0,3
"Quake kills 262 along devastated Ecuador coast_2016-04-18_news.txt","Quake kills 262 along devastated Ecuador coast_2016-04-18_news.txt",413,699,39,"Quake kills 262 along devastated Ecuador coast",2016-04-18,"news",0,0,0,0,0,-42
"Quakes Aftershocks Come to Ecuadoreans in Queens_2016-04-18_news.txt","Quakes Aftershocks Come to Ecuadoreans in Queens_2016-04-18_news.txt",345,654,42,"Quakes Aftershocks Come to Ecuadoreans in Queens",2016-04-18,"news",0,1,0,0,0,-20
"Quartz Daily BriefEurope and Africa editionFalling oil prices, Yahoo bids, volunteer penguin counters_2016-04-18_news.txt","Quartz Daily BriefEurope and Africa editionFalling oil prices, Yahoo bids, volunteer penguin counters_2016-04-18_news.txt",473,757,59,"Quartz Daily BriefEurope and Africa editionFalling oil prices, Yahoo bids, volunteer penguin counters",2016-04-18,"news",0,0,0,1,0,4
"Queen Serena Williams Slams Sexist Tennis Officials Misogynistic Nonsense_2016-03-21_News.txt","Queen Serena Williams Slams Sexist Tennis Officials Misogynistic Nonsense_2016-03-21_News.txt",258,496,26,"Queen Serena Williams Slams Sexist Tennis Officials Misogynistic Nonsense",2016-03-21,"News",0,0,0,0,0,11
"Quick Dish  Five observations from Day 3_2016-03-21_Sports.txt","Quick Dish  Five observations from Day 3_2016-03-21_Sports.txt",682,1676,104,"Quick Dish  Five observations from Day 3",2016-03-21,"Sports",0,0,0,0,0,46
"Quick Robin! To This Batman and Superman Gold Box!_2016-03-21_Sports.txt","Quick Robin! To This Batman and Superman Gold Box!_2016-03-21_Sports.txt",73,147,19,"Quick Robin! To This Batman and Superman Gold Box!",2016-03-21,"Sports",0,0,0,0,0,2
"Quick Robin! To This Batman and Superman Gold Box!_2016-03-21_Tech.txt","Quick Robin! To This Batman and Superman Gold Box!_2016-03-21_Tech.txt",73,147,19,"Quick Robin! To This Batman and Superman Gold Box!",2016-03-21,"Tech",0,0,0,0,0,2
"Quoted _2016-5-02_News.txt","Quoted _2016-5-02_News.txt",83,103,6,"Quoted ",2016-05-02,"News",0,0,0,0,0,-3
"Quoted_2016-04-12_News.txt","Quoted_2016-04-12_News.txt",128,211,12,"Quoted",2016-04-12,"News",0,0,0,0,0,2
"Race and justice in Oklahoma  Natives struggle to overcome disparity _2016-2-24_News.txt","Race and justice in Oklahoma  Natives struggle to overcome disparity _2016-2-24_News.txt",260,470,25,"Race and justice in Oklahoma  Natives struggle to overcome disparity ",2016-02-24,"News",0,1,0,0,0,-24
"Race and justice in Oklahoma  Natives struggle to overcome disparity_2016-02-24_news.txt","Race and justice in Oklahoma  Natives struggle to overcome disparity_2016-02-24_news.txt",260,470,25,"Race and justice in Oklahoma  Natives struggle to overcome disparity",2016-02-24,"news",0,1,0,0,0,-24
"Rachel Roddys new-season greens with ricotta pasta recipe   A Kitchen in Rome _2016-5-03_News.txt","Rachel Roddys new-season greens with ricotta pasta recipe   A Kitchen in Rome _2016-5-03_News.txt",461,1048,58,"Rachel Roddys new-season greens with ricotta pasta recipe   A Kitchen in Rome ",2016-05-03,"News",0,0,0,0,0,18
"Radiohead  Burn the Witch review  a return the world might have hoped for _2016-5-03_News.txt","Radiohead  Burn the Witch review  a return the world might have hoped for _2016-5-03_News.txt",262,440,14,"Radiohead  Burn the Witch review  a return the world might have hoped for ",2016-05-03,"News",1,0,0,0,0,-9
"Radiohead releases 'Burn The Witch' ahead of world tour _2016-5-03_News.txt","Radiohead releases 'Burn The Witch' ahead of world tour _2016-5-03_News.txt",93,156,9,"Radiohead releases 'Burn The Witch' ahead of world tour ",2016-05-03,"News",0,0,0,0,0,0
"Radiohead releases video for 'Burn the Witch'  single out Wednesday _2016-5-03_News.txt","Radiohead releases video for 'Burn the Witch'  single out Wednesday _2016-5-03_News.txt",152,230,8,"Radiohead releases video for 'Burn the Witch'  single out Wednesday ",2016-05-03,"News",0,0,0,0,0,7
"Radiohead reveal new song 'Burn The Witch' _2016-5-03_News.txt","Radiohead reveal new song 'Burn The Witch' _2016-5-03_News.txt",217,354,12,"Radiohead reveal new song 'Burn The Witch' ",2016-05-03,"News",0,0,0,0,0,-4
"Ramon Castro Fidels older brother dies at 91_2016-02-24_News.txt","Ramon Castro Fidels older brother dies at 91_2016-02-24_News.txt",362,685,34,"Ramon Castro Fidels older brother dies at 91",2016-02-24,"News",0,0,0,0,0,6
"Ramon Castro, Fidel's older brother, dies at 91 _2016-2-24_News.txt","Ramon Castro, Fidel's older brother, dies at 91 _2016-2-24_News.txt",362,685,34,"Ramon Castro, Fidel's older brother, dies at 91 ",2016-02-24,"News",0,0,0,0,0,6
"Ramon Castro, Fidel's older brother, dies at 91_2016-02-24_news.txt","Ramon Castro, Fidel's older brother, dies at 91_2016-02-24_news.txt",362,685,34,"Ramon Castro, Fidel's older brother, dies at 91",2016-02-24,"news",0,0,0,0,0,6
"Rappers Talk About Their Struggles with Depression_2016-04-12_News.txt","Rappers Talk About Their Struggles with Depression_2016-04-12_News.txt",711,2309,142,"Rappers Talk About Their Struggles with Depression",2016-04-12,"News",0,0,0,0,0,-5
"Rare comet twins to zip past Earth_2016-03-21_News.txt","Rare comet twins to zip past Earth_2016-03-21_News.txt",208,415,18,"Rare comet twins to zip past Earth",2016-03-21,"News",0,0,0,0,0,8
"Raspberry Brulee Rice Pudding_2016-03-04_Cooking.txt","Raspberry Brulee Rice Pudding_2016-03-04_Cooking.txt",208,380,37,"Raspberry Brulee Rice Pudding",2016-03-04,"Cooking",0,0,0,0,0,17
"Raw Concrete  The Beauty of Brutalism by Barnabas Calder  review_2016-04-18_news.txt","Raw Concrete  The Beauty of Brutalism by Barnabas Calder  review_2016-04-18_news.txt",414,824,38,"Raw Concrete  The Beauty of Brutalism by Barnabas Calder  review",2016-04-18,"news",0,0,0,1,0,14
"Re-illustrating The Jungle Book  Mowgli rides Bagheera by Lesley Barnes_2016-04-18_news.txt","Re-illustrating The Jungle Book  Mowgli rides Bagheera by Lesley Barnes_2016-04-18_news.txt",26,27,2,"Re-illustrating The Jungle Book  Mowgli rides Bagheera by Lesley Barnes",2016-04-18,"news",0,0,0,0,0,0
"Read Hillary Clintons Speech to AIPAC_2016-03-21_News.txt","Read Hillary Clintons Speech to AIPAC_2016-03-21_News.txt",1076,3401,233,"Read Hillary Clintons Speech to AIPAC",2016-03-21,"News",0,1,0,0,0,31
"Rebel shelling hits Aleppo hospital amid cease-fire efforts - Washington Post _2016-5-03_News.txt","Rebel shelling hits Aleppo hospital amid cease-fire efforts - Washington Post _2016-5-03_News.txt",335,679,36,"Rebel shelling hits Aleppo hospital amid cease-fire efforts - Washington Post ",2016-05-03,"News",0,0,0,0,0,-32
"Recap of Super Bowl 50_2016-02-10_Sports.txt","Recap of Super Bowl 50_2016-02-10_Sports.txt",222,427,26,"Recap of Super Bowl 50",2016-02-10,"Sports",0,0,0,0,0,33
"Recap of the Divisional Playoffs_2016-01-19_Sports.txt","Recap of the Divisional Playoffs_2016-01-19_Sports.txt",318,683,39,"Recap of the Divisional Playoffs",2016-01-19,"Sports",0,0,0,0,0,23
"Recap of Wild Card Weekend_2016-01-11_Sports.txt","Recap of Wild Card Weekend_2016-01-11_Sports.txt",322,643,37,"Recap of Wild Card Weekend",2016-01-11,"Sports",0,0,0,0,0,4
"Recipe  Potato Risotto  Electric Pressure-Cooker Recipes from Laura Pazzaglia_2016-03-21_Cooking.txt","Recipe  Potato Risotto  Electric Pressure-Cooker Recipes from Laura Pazzaglia_2016-03-21_Cooking.txt",28,34,2,"Recipe  Potato Risotto  Electric Pressure-Cooker Recipes from Laura Pazzaglia",2016-03-21,"Cooking",0,0,0,0,0,2
"Record 16-foot python among 2000 pounds of snakes recently bagged in southwest Fla._2016-03-19_News.txt","Record 16-foot python among 2000 pounds of snakes recently bagged in southwest Fla._2016-03-19_News.txt",142,195,9,"Record 16-foot python among 2000 pounds of snakes recently bagged in southwest Fla.",2016-03-19,"News",0,0,0,0,0,4
"Red Wings beat Lightning 2-0, cut series deficit to 2-1_2016-04-18_news.txt","Red Wings beat Lightning 2-0, cut series deficit to 2-1_2016-04-18_news.txt",363,725,43,"Red Wings beat Lightning 2-0, cut series deficit to 2-1",2016-04-18,"news",0,0,0,0,0,6
"Refugees Are Rejuvenating Dying Italian Towns _2016-05-02_Politics.txt","Refugees Are Rejuvenating Dying Italian Towns _2016-05-02_Politics.txt",295,509,25,"Refugees Are Rejuvenating Dying Italian Towns ",2016-05-02,"Politics",0,0,0,0,0,7
"Reminders of a bohemian artist's past will soon fade at Laird's Landing_2016-04-18_news.txt","Reminders of a bohemian artist's past will soon fade at Laird's Landing_2016-04-18_news.txt",630,1325,86,"Reminders of a bohemian artist's past will soon fade at Laird's Landing",2016-04-18,"news",0,0,0,0,0,-7
"Renew your passport now and beat the 2017 crowd_2016-03-21_News.txt","Renew your passport now and beat the 2017 crowd_2016-03-21_News.txt",412,933,55,"Renew your passport now and beat the 2017 crowd",2016-03-21,"News",0,0,0,0,0,-8
